#Parameters = {L=30; L1=0.3; L2=0.8; L3=0.2; L4=0.6; Lc=11; Lf=8; Lt=1.8; Ltaper=1.27; R1=4.17; R2=2.68; R3=1.97; W=15; Wf=0.72; Ws=0.6; Wt=2.5; Wtaper=0.72; a=5; counter=29; degree=12; delta_l2=4.4; delta_l3=2.8; dp=3.8; g=0.2; gs=0.2; gt=0.5; h=0.254; hole_d=2; hole_x=9.25; hole_y=2.8; lp1=3.83; lp2=7.83; lp3=10.45; p=1; r=0.25; t=0.018; w1=3.5; w2=3.2; w3=3.2}
#"Frequency / GHz"	"Axial_ratio [Real Part]"
#-------------------------------------------
20.000000000000	36.673357660548
20.500000000000	38.593171742269
21.000000000000	29.177209370442
21.500000000000	40.000000000000
22.000000000000	38.587782843456
22.500000000000	40.000000000000
23.000000000000	40.000000000000
23.500000000000	32.262779805922
24.000000000000	31.811456365794
24.500000000000	38.424621133355
25.000000000000	29.850851036792
25.500000000000	29.096299759618
26.000000000000	15.727583020152
26.500000000000	8.5514008146965
27.000000000000	11.961155871834
27.500000000000	8.4189754378340
28.000000000000	0.65915385168960
28.500000000000	9.4360865039437
29.000000000000	18.854479970684
29.500000000000	23.037422141424
30.000000000000	25.507968970386
30.500000000000	31.012141553033
31.000000000000	27.314920591761
31.500000000000	26.463682883606
32.000000000000	27.534469274940
32.500000000000	31.779351810176
33.000000000000	38.846666403994
33.500000000000	40.000000000000
34.000000000000	40.000000000000
34.500000000000	39.269691914136
35.000000000000	34.237191846966
35.500000000000	33.449254198476
36.000000000000	26.954168059491
36.500000000000	22.210064424805
37.000000000000	17.334795149025
37.500000000000	10.038672267761
38.000000000000	0.77331652224469
38.500000000000	8.6337645870352
39.000000000000	19.671546347656
39.500000000000	36.732345770176
40.000000000000	33.906028029640
